log10mKate,log10EBFP2,sgRNA,uORF,log10obsEYFP,log10predEYFP
5.17499999997259,5.37500000006196,1,1,7.18450386934464,6.90599963698292
5.17499999997259,6.37500000006196,1,1,7.65303852034117,7.21750202298117
5.17499999997259,4.62499999955861,1,1,6.39904924467351,6.27782893085013
5.17499999997259,5.62499999997056,1,1,7.31681533468459,7.03147971741475
5.17499999997259,6.62499999997056,1,1,7.35775421627225,7.24261686474676
5.17499999997259,4.87499999980746,1,1,6.6495489541065,6.5229144408299
5.17499999997259,5.8749999999812,1,1,7.41193780037585,7.11936263283584
3.22499999531182,2.12499985925522,1,1,5.25743301630559,5.1439642081794
3.22499999531182,3.12499998952521,1,1,5.21655372195726,5.24814458788548
3.22499999531182,4.12499999929546,1,1,5.6017136970394,5.56113174288894
3.22499999531182,5.12499999994681,1,1,5.93982330883959,6.18947026256831
3.22499999531182,3.37499999896312,1,1,5.24842694997674,5.29959383233028
3.22499999531182,4.37500000079453,1,1,5.78026863609244,5.69154451259609
3.22499999531182,2.62499999646899,1,1,5.23153785085728,5.18067844788283
3.22499999531182,3.62499999646899,1,1,5.26359714269782,5.36693014151156
3.22499999531182,4.62499999955861,1,1,5.86000895431384,5.84315812012676
3.22499999531182,2.87499999459519,1,1,5.2794262394371,5.20944542218373
3.22499999531182,3.8750000003866,1,1,5.32896171154046,5.45327411348116
3.22499999531182,4.87499999980746,1,1,6.01862708421432,6.01157875365183
4.27500000011763,4.12499999929546,1,1,5.50119932152151,5.6758401749567
4.27500000011763,5.12499999994681,1,1,6.4198042109115,6.50351328829509
4.27500000011763,6.12499999994681,1,1,6.64475951601704,7.06784667339539
4.27500000011763,3.37499999896312,1,1,5.56053750801006,5.31210431891476
4.27500000011763,4.37500000079453,1,1,5.60387446253271,5.86181126172912
4.27500000011763,5.37500000006196,1,1,6.49080297759151,6.69289423963977
4.27500000011763,6.37500000006196,1,1,6.9876038904874,7.13535414768623
4.27500000011763,3.62499999646899,1,1,5.37971410539682,5.40188413888327
4.27500000011763,4.62499999955861,1,1,6.00065567468634,6.07183889789652
4.27500000011763,5.62499999997056,1,1,6.79881815862971,6.85069252167971
4.27500000011763,3.8750000003866,1,1,5.40218663333996,5.52204465728887
4.27500000011763,4.87499999980746,1,1,6.32709873183908,6.29149464550541
4.27500000011763,5.8749999999812,1,1,6.61828378746491,6.97473319693426
5.32500000003357,5.12499999994681,1,1,6.98485777992174,6.77031707012259
5.32500000003357,6.12499999994681,1,1,7.60532854342328,7.19087469822862
5.32500000003357,4.37500000079453,1,1,6.49808549495898,6.05202530037721
5.32500000003357,5.37500000006196,1,1,7.21623296959977,6.93494870038718
5.32500000003357,6.37500000006196,1,1,7.67066152167962,7.22608968848891
5.32500000003357,4.62499999955861,1,1,6.57804390855305,6.3119805888065
5.32500000003357,5.62499999997056,1,1,7.42894241261772,7.05433275765933
5.32500000003357,6.62499999997056,1,1,7.60820618812305,7.24851149931601
5.32500000003357,4.87499999980746,1,1,6.77622042975825,6.55912551562461
5.32500000003357,5.8749999999812,1,1,7.2756320974434,7.13644027641916
3.37499999896312,2.12499985925522,1,1,5.33460752046943,5.1422491193199
3.37499999896312,3.12499998952521,1,1,5.25742549989703,5.24801476673824
3.37499999896312,4.12499999929546,1,1,5.56675714196422,5.57642834308786
3.37499999896312,5.12499999994681,1,1,5.99954695371572,6.23555286936376
3.37499999896312,3.37499999896312,1,1,5.29070756397419,5.30133881813298
3.37499999896312,4.37500000079453,1,1,5.73878842770229,5.71435378373475
3.37499999896312,2.62499999646899,1,1,5.15278527791238,5.17902578509848
3.37499999896312,3.62499999646899,1,1,5.27934769556536,5.37169842062797
3.37499999896312,4.62499999955861,1,1,5.85304653208242,5.87433938435057
3.37499999896312,2.87499999459519,1,1,5.16217095349034,5.208274177768
3.37499999896312,3.8750000003866,1,1,5.35511497916733,5.46250810121288
3.37499999896312,4.87499999980746,1,1,6.03422846651807,6.05094601133369
4.42500000003284,4.12499999929546,1,1,5.53148822515059,5.69365607189195
4.42500000003284,5.12499999994681,1,1,6.56144955240076,6.54539633673127
4.42500000003284,6.12499999994681,1,1,7.13386255970708,7.09158798183394
4.42500000003284,3.37499999896312,1,1,5.33811770443611,5.31394861276653
4.42500000003284,4.37500000079453,1,1,5.66633785616702,5.88797174387031
4.42500000003284,5.37500000006196,1,1,6.80352273736664,6.73309673540819
4.42500000003284,6.37500000006196,1,1,6.7419741307241,7.15358631166704
4.42500000003284,3.62499999646899,1,1,5.15126336547301,5.40718405351762
4.42500000003284,4.62499999955861,1,1,5.98042467115734,6.10595861677766
4.42500000003284,5.62499999997056,1,1,6.91203430601256,6.88641071271141
4.42500000003284,3.8750000003866,1,1,5.3794808158443,5.53266706578122
4.42500000003284,4.87499999980746,1,1,6.30784207935603,6.33130239675335
4.42500000003284,5.8749999999812,1,1,6.86740907733403,7.00455859273219
5.47500000001193,5.12499999994681,1,1,7.05615531512164,6.80284772037967
5.47500000001193,5.37500000006196,1,1,7.16610952322213,6.96208898837042
5.47500000001193,6.37500000006196,1,1,7.81801512002076,7.23362840840073
5.47500000001193,5.62499999997056,1,1,7.47209296137698,7.07535852986768
5.47500000001193,6.62499999997056,1,1,7.90156608394981,7.25361853745179
5.47500000001193,4.87499999980746,1,1,6.7465656142208,6.5944553499955
3.52500000109191,2.12499985925522,1,1,5.14509952214704,5.14060475254664
3.52500000109191,3.12499998952521,1,1,5.23408438879659,5.24788505353237
3.52500000109191,4.12499999929546,1,1,5.53197711477055,5.59209097565705
3.52500000109191,5.12499999994681,1,1,6.10466633722579,6.28148966914344
3.52500000109191,3.37499999896312,1,1,5.30000724920749,5.30309774024245
3.52500000109191,4.37500000079453,1,1,5.77130329973714,5.73769531505019
3.52500000109191,5.37500000006196,1,1,6.14150426625661,6.46708285670202
3.52500000109191,2.62499999646899,1,1,5.31500838587185,5.17740708644591
3.52500000109191,3.62499999646899,1,1,5.32833888672829,5.37654059926005
3.52500000109191,4.62499999955861,1,1,6.04109430172742,5.90610328445136
3.52500000109191,2.87499999459519,1,1,5.32929400851732,5.20711518679505
3.52500000109191,3.8750000003866,1,1,5.3701165163397,5.47193658391503
3.52500000109191,4.87499999980746,1,1,6.06322671661723,6.09069727085985
4.57499999966669,4.12499999929546,1,1,5.52479694110966,5.7118166561101
4.57499999966669,5.12499999994681,1,1,6.58640353369009,6.58615809172313
4.57499999966669,6.12499999994681,1,1,7.12730955494004,7.11297388541412
4.57499999966669,4.37500000079453,1,1,5.65230278497815,5.91452034917399
4.57499999966669,5.37500000006196,1,1,6.87228706336616,6.77145647159693
4.57499999966669,6.37500000006196,1,1,7.03758883595922,7.16973910233584
4.57499999966669,3.62499999646899,1,1,5.49856609247055,5.41256253870501
4.57499999966669,4.62499999955861,1,1,5.8982755322476,6.14025358442176
4.57499999966669,5.62499999997056,1,1,7.01782274298205,6.91981269249239
4.57499999966669,6.62499999997056,1,1,6.77242067093874,7.20860565074714
4.57499999966669,3.8750000003866,1,1,5.4490169415513,5.54349156734086
4.57499999966669,4.87499999980746,1,1,6.19706693749347,6.37074403172644
4.57499999966669,5.8749999999812,1,1,7.07761977137124,7.03191472428478
3.67500000095323,3.12499998952521,1,1,5.36160293044808,5.24775544819352
3.67500000095323,4.12499999929546,1,1,5.54334895069819,5.60811879222635
3.67500000095323,5.12499999994681,1,1,6.23459965093747,6.32711870527094
3.67500000095323,3.37499999896312,1,1,5.19879297430309,5.30487068217985
3.67500000095323,4.37500000079453,1,1,5.78648911941847,5.76155475890027
3.67500000095323,5.37500000006196,1,1,6.1690272967777,6.5151686471625
3.67500000095323,3.62499999646899,1,1,5.33776101825363,5.38145737769267
3.67500000095323,4.62499999955861,1,1,6.04981574826846,5.93840134240098
3.67500000095323,5.62499999997056,1,1,6.473975254134,6.68446658496882
3.67500000095323,3.8750000003866,1,1,5.35283668242938,5.48156107389936
3.67500000095323,4.87499999980746,1,1,6.12365913760756,6.13072859077675
3.67500000095323,5.8749999999812,1,1,6.43286269038826,6.82862901538767
4.72499999981104,4.12499999929546,1,1,5.60642174864235,5.73031573965838
4.72499999981104,5.12499999994681,1,1,6.66584573248536,6.62570366706848
4.72499999981104,6.12499999994681,1,1,7.2205292475193,7.13219004806961
4.72499999981104,4.37500000079453,1,1,5.76520320818048,5.94142849997458
4.72499999981104,5.37500000006196,1,1,7.04347899283262,6.80793573715205
4.72499999981104,6.37500000006196,1,1,7.02764978989384,7.1840204401425
4.72499999981104,3.62499999646899,1,1,5.39802221370551,5.41802021061463
4.72499999981104,4.62499999955861,1,1,5.90228726720681,6.17465642914453
4.72499999981104,5.62499999997056,1,1,7.15013639242473,6.95094763234495
4.72499999981104,6.62499999997056,1,1,7.20037435845259,7.21896987937802
4.72499999981104,3.8750000003866,1,1,5.47524905074484,5.55451860760731
4.72499999981104,4.87499999980746,1,1,6.22505048506933,6.40971888950362
4.72499999981104,5.8749999999812,1,1,7.26670884527398,7.05693280011312
3.82500000157993,3.12499998952521,1,1,5.18885553977454,5.24762595064413
3.82500000157993,4.12499999929546,1,1,5.59998983504942,5.62451025349653
3.82500000157993,5.12499999994681,1,1,6.14007852904851,6.37228235644896
3.82500000157993,3.37499999896312,1,1,5.38510896342265,5.30665772751294
3.82500000157993,4.37500000079453,1,1,5.80608269530834,5.78591567049089
3.82500000157993,5.37500000006196,1,1,6.20156270234923,6.56193001467293
3.82500000157993,3.62499999646899,1,1,5.23579086049984,5.38644944655878
3.82500000157993,4.62499999955861,1,1,6.10057729762188,5.9711812779533
3.82500000157993,5.62499999997056,1,1,6.42870642967587,6.72947873805264
3.82500000157993,3.8750000003866,1,1,5.43480870728062,5.49138295402696
3.82500000157993,4.87499999980746,1,1,6.19629207091502,6.17093303040333
4.87499999980746,4.12499999929546,1,1,5.77799618775395,5.74914630073596
4.87499999980746,5.12499999994681,1,1,6.7010613834052,6.66395214459991
4.87499999980746,6.12499999994681,1,1,7.43665466186721,7.14941792165102
4.87499999980746,4.37500000079453,1,1,5.89812819764407,5.96866583859166
4.87499999980746,5.37500000006196,1,1,7.11206665589568,6.84251657460349
4.87499999980746,6.37500000006196,1,1,7.40485368139649,7.19662434127838
4.87499999980746,4.62499999955861,1,1,6.07362139839991,6.20909892444675
4.87499999980746,5.62499999997056,1,1,7.37298173034428,6.97988188469206
4.87499999980746,6.62499999997056,1,1,7.23245481014864,7.22798560873029
4.87499999980746,3.8750000003866,1,1,5.65157553610734,5.56574844969675
4.87499999980746,4.87499999980746,1,1,6.30376932745659,6.44813118063374
4.87499999980746,5.8749999999812,1,1,7.3640597881857,7.0797515689531
3.97500000170858,4.12499999929546,1,1,5.52172202998446,5.64126310089821
3.97500000170858,5.12499999994681,1,1,6.29509171181379,6.41682947107554
3.97500000170858,3.37499999896312,1,1,5.30510590801573,5.30845895974998
3.97500000170858,4.37500000079453,1,1,5.7004242930427,5.81075949967273
3.97500000170858,5.37500000006196,1,1,6.27662990793923,6.60721853361225
3.97500000170858,3.62499999646899,1,1,5.28122878739696,5.39151748585087
3.97500000170858,4.62499999955861,1,1,5.9685438979744,6.00438729449239
3.97500000170858,5.62499999997056,1,1,6.34740610192447,6.77221738691529
3.97500000170858,3.8750000003866,1,1,5.37054705798143,5.50140346964269
3.97500000170858,4.87499999980746,1,1,6.21253501104038,6.21120177748868
3.97500000170858,5.8749999999812,1,1,6.68320965683938,6.90721331740371
5.02499999992731,4.12499999929546,1,2,5.38298763702887,5.40797145486142
5.02499999992731,5.12499999994681,1,2,5.7931297106076,6.10193599487291
5.02499999992731,6.12499999994681,1,2,7.00778104291615,6.67710327095172
5.02499999992731,4.37500000079453,1,2,5.3602627081776,5.54098092324051
5.02499999992731,5.37500000006196,1,2,6.11621076354381,6.29185277744593
5.02499999992731,6.37500000006196,1,2,6.94218346576358,6.74339726124075
5.02499999992731,4.62499999955861,1,2,5.38470588216186,5.70803992742954
5.02499999992731,5.62499999997056,1,2,6.46085538035546,6.45449935840011
5.02499999992731,6.62499999997056,1,2,6.74228322859952,6.78832542173206
5.02499999992731,4.87499999980746,1,2,5.60708213567675,5.90064107560453
5.02499999992731,5.8749999999812,1,2,6.85027831814364,6.5826352504999
3.07499998997415,2.12499985925522,1,2,5.57546320461631,5.11969210419763
3.07499998997415,3.12499998952521,1,2,5.21950193718753,5.16101613201785
3.07499998997415,4.12499999929546,1,2,5.36383382213421,5.2940432816518
3.07499998997415,2.37500005390526,1,2,4.99637552007083,5.12583490064762
3.07499998997415,3.37499999896312,1,2,5.20970850190275,5.18177081799486
3.07499998997415,4.37500000079453,1,2,5.43387574167545,5.35543787731478
3.07499998997415,2.62499999646899,1,2,5.09517640194486,5.13421146724645
3.07499998997415,3.62499999646899,1,2,5.21625286441498,5.20950050307315
3.07499998997415,4.62499999955861,1,2,5.65082813621544,5.4324522939566
3.07499998997415,2.87499999459519,1,2,5.16759553680026,5.14559917155968
3.07499998997415,3.8750000003866,1,2,5.25866684893606,5.24617680344707
3.07499998997415,4.87499999980746,1,2,5.75641024461069,5.52641038628454
4.12499999929546,3.12499998952521,1,2,5.30109361188884,5.16064119095319
4.12499999929546,4.12499999929546,1,2,5.20754481352689,5.34982866175443
4.12499999929546,5.12499999994681,1,2,5.77285026796085,5.87900181242629
4.12499999929546,6.12499999994681,1,2,6.17303117106695,6.50085751241054
4.12499999929546,3.37499999896312,1,2,5.22444536304039,5.18704714197829
4.12499999929546,4.37500000079453,1,2,5.28824172509392,5.44567294240989
4.12499999929546,5.37500000006196,1,2,5.92051074377765,6.05222357023539
4.12499999929546,6.37500000006196,1,2,6.24070517393898,6.60316181031723
4.12499999929546,3.62499999646899,1,2,5.1560158280708,5.22470968661542
4.12499999929546,4.62499999955861,1,2,5.52945643076035,5.56739159645242
4.12499999929546,5.62499999997056,1,2,6.05211179235122,6.2205917280197
4.12499999929546,3.8750000003866,1,2,5.13470973445632,5.27752005619847
4.12499999929546,4.87499999980746,1,2,5.74499109098656,5.7138380631939
4.12499999929546,5.8749999999812,1,2,6.03037599945546,6.37256925685776
5.17499999997259,4.12499999929546,1,2,5.36828418966407,5.41865262918036
5.17499999997259,5.12499999994681,1,2,5.90794376216961,6.13844397532097
5.17499999997259,6.12499999994681,1,2,7.06180833710725,6.6980809712682
5.17499999997259,4.37500000079453,1,2,5.44213092235492,5.55848573241804
5.17499999997259,5.37500000006196,1,2,6.15292579192923,6.32832170870965
5.17499999997259,6.37500000006196,1,2,6.9619110714344,6.75888764617976
5.17499999997259,4.62499999955861,1,2,5.55285955305907,5.73340787631593
5.17499999997259,5.62499999997056,1,2,6.6562489332726,6.48730185473262
5.17499999997259,6.62499999997056,1,2,6.73156353138026,6.79938710596953
5.17499999997259,4.87499999980746,1,2,5.67073618658064,5.93306155474047
5.17499999997259,5.8749999999812,1,2,6.9754341931241,6.60973234762912
3.22499999531182,2.12499985925522,1,2,5.33034955146476,5.11898936999362
3.22499999531182,3.12499998952521,1,2,5.164033580794,5.16096242484423
3.22499999531182,4.12499999929546,1,2,5.29113439138271,5.3012733233145
3.22499999531182,5.12499999994681,1,2,5.82687610303242,5.66923856445974
3.22499999531182,3.37499999896312,1,2,5.20949333761344,5.18250475089443
3.22499999531182,4.37500000079453,1,2,5.38031224125332,5.36699612279438
3.22499999531182,2.62499999646899,1,2,5.18221926071768,5.13353662436411
3.22499999531182,3.62499999646899,1,2,5.2207472338528,5.21155886526598
3.22499999531182,4.62499999955861,1,2,5.60815190695326,5.44970528911136
3.22499999531182,2.87499999459519,1,2,5.25290589692842,5.14511909022493
3.22499999531182,3.8750000003866,1,2,5.27001481086055,5.25031739617136
3.22499999531182,4.87499999980746,1,2,5.6324765373816,5.55062789223347
4.27500000011763,3.12499998952521,1,2,5.18307286540944,5.16058781978875
4.27500000011763,4.12499999929546,1,2,5.17745951477067,5.35882865233076
4.27500000011763,5.12499999994681,1,2,5.99027780840961,5.91596400888061
4.27500000011763,6.12499999994681,1,2,6.23230088267344,6.53677577150424
4.27500000011763,3.37499999896312,1,2,5.09381145796401,5.18782783064961
4.27500000011763,4.37500000079453,1,2,5.27437720820661,5.46039054306855
4.27500000011763,5.37500000006196,1,2,5.93042031869827,6.09389870759972
4.27500000011763,6.37500000006196,1,2,6.3238967075138,6.63309815312349
4.27500000011763,3.62499999646899,1,2,5.09018739159873,5.22704033928229
4.27500000011763,4.62499999955861,1,2,5.45489658825782,5.58932557249471
4.27500000011763,5.62499999997056,1,2,6.12247033076555,6.26350150971689
4.27500000011763,3.8750000003866,1,2,5.171157504558,5.28246763095877
4.27500000011763,4.87499999980746,1,2,5.74334854923471,5.74367322662484
4.27500000011763,5.8749999999812,1,2,6.08742953011163,6.41324539315439
5.32500000003357,5.12499999994681,1,2,5.96207422155042,6.1744296282653
5.32500000003357,6.12499999994681,1,2,7.19883091591043,6.7170216440469
5.32500000003357,4.37500000079453,1,2,5.66296688565388,5.57644143780198
5.32500000003357,5.37500000006196,1,2,6.29312946809889,6.36347832600039
5.32500000003357,6.37500000006196,1,2,7.02748716436296,6.77262347607857
5.32500000003357,4.62499999955861,1,2,5.73689935586613,5.75923988339585
5.32500000003357,5.62499999997056,1,2,6.58100997394785,6.51820106096484
5.32500000003357,6.62499999997056,1,2,7.04176985453896,6.80903897642707
5.32500000003357,4.87499999980746,1,2,5.81907063681301,5.96562954647584
5.32500000003357,5.8749999999812,1,2,6.97767549394996,6.63469788412652
3.37499999896312,2.12499985925522,1,2,5.17235128448252,5.11831613993481
3.37499999896312,3.12499998952521,1,2,5.1759108376606,5.16090876579215
3.37499999896312,4.12499999929546,1,2,5.34894339522427,5.30874144886205
3.37499999896312,5.12499999994681,1,2,5.69820186802171,5.70223803335565
3.37499999896312,3.37499999896312,1,2,5.19929398672256,5.18324520604846
3.37499999896312,4.37500000079453,1,2,5.4275811291816,5.37898747068981
3.37499999896312,2.62499999646899,1,2,5.18641508342327,5.13287616858387
3.37499999896312,3.62499999646899,1,2,5.25581550987702,5.21365439900469
3.37499999896312,4.62499999955861,1,2,5.65543302376386,5.46763319080941
3.37499999896312,2.87499999459519,1,2,5.1513960542404,5.14464430145579
3.37499999896312,3.8750000003866,1,2,5.27569045529362,5.25456665154947
3.37499999896312,4.87499999980746,1,2,5.69205622822641,5.57574417714491
4.42500000003284,4.12499999929546,1,2,5.21171500041269,5.36809977909585
4.42500000003284,5.12499999994681,1,2,5.8772501918576,5.95317944890855
4.42500000003284,6.12499999994681,1,2,6.48666622967473,6.56996790381772
4.42500000003284,3.37499999896312,1,2,5.212451137185,5.18861541100518
4.42500000003284,4.37500000079453,1,2,5.16324684621936,5.47557530611133
4.42500000003284,5.37500000006196,1,2,6.09134626518948,6.13509978202507
4.42500000003284,6.37500000006196,1,2,6.50217589852633,6.66017016236045
4.42500000003284,3.62499999646899,1,2,5.19633765230247,5.22941223355408
4.42500000003284,4.62499999955861,1,2,5.39682464234814,5.61189159774889
4.42500000003284,5.62499999997056,1,2,6.15983408441846,6.30501828386595
4.42500000003284,6.62499999997056,1,2,6.16840237292992,6.72610110253517
4.42500000003284,3.8750000003866,1,2,5.13022585896885,5.28753931249288
4.42500000003284,4.87499999980746,1,2,5.65108923382734,5.7741213396461
4.42500000003284,5.8749999999812,1,2,6.30836278006771,6.45170464622231
5.47500000001193,5.12499999994681,1,2,6.14118616634536,6.20977877662742
5.47500000001193,6.12499999994681,1,2,7.19750227737414,6.73407651000031
5.47500000001193,4.37500000079453,1,2,5.65285295898164,5.59484005692693
5.47500000001193,5.37500000006196,1,2,6.39093318137382,6.39724194377958
5.47500000001193,6.37500000006196,1,2,7.28001657319442,6.78477737641847
5.47500000001193,4.62499999955861,1,2,5.86366385780667,5.78549600049293
5.47500000001193,5.62499999997056,1,2,6.52261354117836,6.54719998192262
5.47500000001193,6.62499999997056,1,2,6.98257819972629,6.81744703252731
5.47500000001193,4.87499999980746,1,2,5.9756378841347,5.99825697393828
5.47500000001193,5.8749999999812,1,2,7.13834377258559,6.65762396027228
3.52500000109191,2.12499985925522,1,2,5.26196717589247,5.11767119674496
3.52500000109191,3.12499998952521,1,2,5.21993136330257,5.16085515482154
3.52500000109191,4.12499999929546,1,2,5.33890790725108,5.31645277837737
3.52500000109191,5.12499999994681,1,2,5.74889089269775,5.73614850421323
3.52500000109191,3.37499999896312,1,2,5.26114124240699,5.18399223533951
3.52500000109191,4.37500000079453,1,2,5.45295631576842,5.39141930688287
3.52500000109191,5.37500000006196,1,2,5.80273425755186,5.88450037444325
3.52500000109191,2.62499999646899,1,2,5.22983583830479,5.13222980395727
3.52500000109191,3.62499999646899,1,2,5.26805673304409,5.21578767244335
3.52500000109191,4.62499999955861,1,2,5.62477072142138,5.48623857927732
3.52500000109191,2.87499999459519,1,2,5.17466629241319,5.14417474983871
3.52500000109191,3.8750000003866,1,2,5.28197769251142,5.25892677006442
3.52500000109191,4.87499999980746,1,2,5.62498852464815,5.60173807021702
4.57499999966669,4.12499999929546,1,2,5.15168277339207,5.3776460302785
4.57499999966669,5.12499999994681,1,2,5.79474557592968,5.99051698366468
4.57499999966669,6.12499999994681,1,2,6.60267233537259,6.60049469839802
4.57499999966669,3.37499999896312,1,2,5.04577695398718,5.18940993700831
4.57499999966669,4.37500000079453,1,2,5.25538406946941,5.49122796096549
4.57499999966669,5.37500000006196,1,2,6.02968295343541,6.17565214677356
4.57499999966669,6.37500000006196,1,2,6.5505710860575,6.68454868641271
4.57499999966669,3.62499999646899,1,2,5.08783784439592,5.23182596715717
4.57499999966669,4.62499999955861,1,2,5.34010687563647,5.63507053126524
4.57499999966669,5.62499999997056,1,2,6.20607557963778,6.34498831930425
4.57499999966669,6.62499999997056,1,2,6.5005361711626,6.74477917475079
4.57499999966669,3.8750000003866,1,2,5.14125856680016,5.2927372873922
4.57499999966669,4.87499999980746,1,2,5.52320635858033,5.80511617547548
4.57499999966669,5.8749999999812,1,2,6.29226944321066,6.48788410894096
5.62499999997056,5.12499999994681,1,2,6.30193924646143,6.24438568949167
5.62499999997056,5.37500000006196,1,2,6.25242590613952,6.42955021103912
5.62499999997056,6.37500000006196,1,2,7.58710496252705,6.79551113288953
5.62499999997056,4.62499999955861,1,2,6.17605937256333,5.81213324355463
5.62499999997056,5.62499999997056,1,2,6.57931177935578,6.57432119016234
5.62499999997056,4.87499999980746,1,2,6.26763044705944,6.03085511542126
3.67500000095323,3.12499998952521,1,2,5.27830896970891,5.16080159189272
3.67500000095323,4.12499999929546,1,2,5.27103934603423,5.32441233293642
3.67500000095323,5.12499999994681,1,2,5.76883309430905,5.7708824865046
3.67500000095323,3.37499999896312,1,2,5.23947153829517,5.18474589094431
3.67500000095323,4.37500000079453,1,2,5.3507456221139,5.40429831449131
3.67500000095323,5.37500000006196,1,2,5.67842587083697,5.9262065032591
3.67500000095323,2.62499999646899,1,2,5.16741767265751,5.13159724016421
3.67500000095323,3.62499999646899,1,2,5.28455131763458,5.21795925838336
3.67500000095323,4.62499999955861,1,2,5.58439812035743,5.50552143503996
3.67500000095323,5.62499999997056,1,2,5.91649609154713,6.08542464100148
3.67500000095323,2.87499999459519,1,2,5.30138091427558,5.14371038047712
3.67500000095323,3.8750000003866,1,2,5.24669337382029,5.26339995861365
3.67500000095323,4.87499999980746,1,2,5.76291011018843,5.62858195891002
4.72499999981104,4.12499999929546,1,2,5.23251267916617,5.38747114044727
4.72499999981104,5.12499999994681,1,2,5.81944975317803,6.0278437323838
4.72499999981104,6.12499999994681,1,2,6.63148688845869,6.62844713018834
4.72499999981104,4.37500000079453,1,2,5.29462394275562,5.5073479574215
4.72499999981104,5.37500000006196,1,2,5.95330851239222,6.2153923601359
4.72499999981104,6.37500000006196,1,2,6.79211714824101,6.70641833009832
4.72499999981104,3.62499999646899,1,2,4.93312058195131,5.23428214137591
4.72499999981104,4.62499999955861,1,2,5.32172709677302,5.65883967444461
4.72499999981104,5.62499999997056,1,2,6.18352118671881,6.38328571537506
4.72499999981104,6.62499999997056,1,2,6.41562864602458,6.76122727852301
4.72499999981104,3.8750000003866,1,2,5.15810788321094,5.29806372748874
4.72499999981104,4.87499999980746,1,2,5.5045335752548,5.83658608641461
4.72499999981104,5.8749999999812,1,2,6.52536199593141,6.52175710348369
5.77499999997885,5.12499999994681,1,2,6.39550918103991,6.27815419373498
5.77499999997885,5.37500000006196,1,2,6.2694247127683,6.46035860236423
5.77499999997885,5.62499999997056,1,2,6.70046125371961,6.59960405894256
5.77499999997885,4.87499999980746,1,2,6.48158497607569,6.06333556718814
3.82500000157993,3.12499998952521,1,2,5.20771852593561,5.16074807696464
3.82500000157993,4.12499999929546,1,2,5.34209885557387,5.33262501554256
3.82500000157993,5.12499999994681,1,2,5.90068117977427,5.80634219375815
3.82500000157993,3.37499999896312,1,2,5.17894768463807,5.18550622535686
3.82500000157993,4.37500000079453,1,2,5.41600475693493,5.41763039307073
3.82500000157993,5.37500000006196,1,2,5.95131400567963,5.96818833405922
3.82500000157993,3.62499999646899,1,2,5.16380732767351,5.220169734211
